"","Position","Track.Name","Artist","Streams","URL","Date","Region","Danceability","Duration","Instrumentalness","Speechiness","Tempo"
"149771",171,"Curiosidad","Rombai",14304,"4PCVVIrUDldF5r7RXtOB5W","2017-01-07","ar",NA,NA,NA,NA,NA
"149772",172,"Te Amo y Odio","Marama",14291,"5TA9pPL5ATRFcyI9rRBMQ0","2017-01-07","ar",NA,NA,NA,NA,NA
"149773",173,"The Scientist","Coldplay",14137,"75JFxkI2RXiU7L9VXzMkle","2017-01-07","ar",NA,NA,NA,NA,NA
"149774",174,"Perfect Strangers","Jonas Blue",14088,"1CUVN2kn7mW5FjkqXTR2W1","2017-01-07","ar",NA,NA,NA,NA,NA
"149775",175,"Pretextos","Maluma",14053,"7HDOS7qOhBxmcsWTv29PSK","2017-01-07","ar",NA,NA,NA,NA,NA
"149776",176,"Carnaval","Maluma",14015,"1nO4EGuBjR75IGbFYzqPxO","2017-01-07","ar",NA,NA,NA,NA,NA
"149777",177,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)","De La Ghetto",14010,"498YWgZPJWIA4lphXtCNma","2017-01-07","ar",NA,NA,NA,NA,NA
"149778",178,"Say You Won't Let Go","James Arthur",13955,"5uCax9HTNlzGybIStD3vDh","2017-01-07","ar",NA,NA,NA,NA,NA
"149779",179,"Chica Real","El Villano",13894,"0KrNNpgu7qGQPNQAQBLGwX","2017-01-07","ar",NA,NA,NA,NA,NA
"149780",180,"All We Know","The Chainsmokers",13808,"2rizacJSyD9S1IQUxUxnsK","2017-01-07","ar",NA,NA,NA,NA,NA
"149781",181,"Vale la pena","#TocoParaVos",13795,"0cB2boMVCVfVrZYItg6Vmm","2017-01-07","ar",NA,NA,NA,NA,NA
"149782",182,"Falsas Mentiras (feat. Ozuna)","Los De La Nazza",13777,"36JI0KHc591i9liHaFqDFG","2017-01-07","ar",NA,NA,NA,NA,NA
"149783",183,"Yo Bailaré (feat. Zenon Pereyra)","Halconizados de Amor",13771,"2olCTYZA0iEuLVv1W4gSg0","2017-01-07","ar",NA,NA,NA,NA,NA
"149784",184,"Quien Dijo Amigos","Carlitos Rossy",13684,"5mmeEKfSZZiggiRsNF5kot","2017-01-07","ar",NA,NA,NA,NA,NA
"149785",185,"Black Beatles","Rae Sremmurd",13666,"6fujklziTHa8uoM5OQSfIo","2017-01-07","ar",NA,NA,NA,NA,NA
"149786",186,"Acá Estoy","El Reja",13662,"5LRSzLW5nw0j1tglHlNOHp","2017-01-07","ar",NA,NA,NA,NA,NA
"149787",187,"Obsesionado","Farruko",13640,"5Jt4zdXTd9y1zxihiNYQI1","2017-01-07","ar",NA,NA,NA,NA,NA
"149788",188,"Si Le Robo un Beso","VI-EM",13616,"6jGe0g2BFj8IZuotfEq6v6","2017-01-07","ar",NA,NA,NA,NA,NA
"149789",189,"Aventura","Pijama Party",13574,"1y9mv4NMheIuIUKf9hsIsy","2017-01-07","ar",NA,NA,NA,NA,NA
"149790",190,"Lean On (feat. MØ & DJ Snake)","Major Lazer",13509,"4WjH9Bzt3kx7z8kl0awxh4","2017-01-07","ar",NA,NA,NA,NA,NA
"149791",191,"Tu beso y tu piel (feat. Gustas Mio)","#TocoParaVos",13425,"20fHUaxxdQ7DzMhHnni7Ih","2017-01-07","ar",NA,NA,NA,NA,NA
"149792",192,"Bailando - Spanish Version","Enrique Iglesias",13373,"32lm3769IRfcnrQV11LO4E","2017-01-07","ar",NA,NA,NA,NA,NA
"149793",193,"Bronceado","Marama",13349,"4smbzhaRt7EYwO73SmFXyR","2017-01-07","ar",NA,NA,NA,NA,NA
"149794",194,"Cuando Pase El Temblor - Remasterizado 2007","Soda Stereo",13322,"3uMYq07Kj5m564OQwdSCrD","2017-01-07","ar",NA,NA,NA,NA,NA
"149795",195,"Me Quema","Paulina Rubio",13253,"5k5HXMmbU31I6cMOWnMgSQ","2017-01-07","ar",NA,NA,NA,NA,NA
"149796",196,"Sugar","Maroon 5",13247,"494OU6M7NOf4ICYb4zWCf5","2017-01-07","ar",NA,NA,NA,NA,NA
"149797",197,"Segundas Intenciones","Rombai",13214,"1y2jGfgALBBNZL6tXPI2Ke","2017-01-07","ar",NA,NA,NA,NA,NA
"149798",198,"Nuestro Secreto","Pijama Party",13204,"2Uqu3vMH3NxjaQBpgp7u6q","2017-01-07","ar",NA,NA,NA,NA,NA
"149799",199,"Puente","Gustavo Cerati",13182,"6gwaa6ElIixNTvu6RwkMyo","2017-01-07","ar",NA,NA,NA,NA,NA
"149800",200,"Rompecabezas de Amor","Las Pastillas del Abuelo",13179,"6qs5C2MEAHfF2jUdEzpWut","2017-01-07","ar",NA,NA,NA,NA,NA
"149801",1,"Chantaje","Shakira",178145,"6mICuAdrwEjh6Y6lroV2Kg","2017-01-08","ar",NA,NA,NA,NA,NA
"149802",2,"Reggaetón Lento (Bailemos)","CNCO",172761,"3AEZUABDXNtecAOSC1qTfo","2017-01-08","ar",NA,NA,NA,NA,NA
"149803",3,"Cuando Se Pone a Bailar","Rombai",127324,"1MpKZi1zTXpERKwxmOu1PH","2017-01-08","ar",NA,NA,NA,NA,NA
"149804",4,"Vente Pa' Ca","Ricky Martin",126257,"7DM4BPaS7uofFul3ywMe46","2017-01-08","ar",NA,NA,NA,NA,NA
"149805",5,"Safari","J Balvin",110119,"6rQSrBHf7HlZjtcMZ4S4bO","2017-01-08","ar",NA,NA,NA,NA,NA
"149806",6,"Traicionera","Sebastian Yatra",100507,"5J1c3M4EldCfNxXwrwt8mT","2017-01-08","ar",NA,NA,NA,NA,NA
"149807",7,"Otra Vez (feat. J Balvin)","Zion & Lennox",95215,"3QwBODjSEzelZyVjxPOHdq","2017-01-08","ar",NA,NA,NA,NA,NA
"149808",8,"Shaky Shaky","Daddy Yankee",88127,"58IL315gMSTD37DOZPJ2hf","2017-01-08","ar",NA,NA,NA,NA,NA
"149809",9,"Dile Que Tu Me Quieres","Ozuna",81223,"20ZAJdsKB5IGbGj4ilRt2o","2017-01-08","ar",NA,NA,NA,NA,NA
"149810",10,"Me Llamas (feat. Maluma) - Remix","Piso 21",74851,"5hEM0JchdVzQ5PwvSfITeX","2017-01-08","ar",NA,NA,NA,NA,NA
"149811",11,"La Bicicleta","Carlos Vives",73056,"0sXvAOmXgjR2QUqLK1MltU","2017-01-08","ar",NA,NA,NA,NA,NA
"149812",12,"Andas En Mi Cabeza","Chino & Nacho",72844,"5mey7CLLuFToM2P68Qu1gF","2017-01-08","ar",NA,NA,NA,NA,NA
"149813",13,"Gyal You A Party Animal - Remix","Charly Black",65441,"1AkTW13ysu0AJrwuM6UY0I","2017-01-08","ar",NA,NA,NA,NA,NA
"149814",14,"Let Me Love You","DJ Snake",65258,"4pdPtRcBmOSQDlJ3Fk945m","2017-01-08","ar",NA,NA,NA,NA,NA
"149815",15,"La Noche No Es para Dormir","Mano Arriba",62620,"3gEebOzxHpEwElicl1XBy0","2017-01-08","ar",NA,NA,NA,NA,NA
"149816",16,"Ay Mi Dios","IAmChino",60917,"6stYbAJgTszHAHZMPxWWCY","2017-01-08","ar",NA,NA,NA,NA,NA
"149817",17,"Cuatro Babys","Maluma",60154,"0JoHqmlqE0W0i9prt6kcHR","2017-01-08","ar",NA,NA,NA,NA,NA
"149818",18,"24K Magic","Bruno Mars",59716,"6b8Be6ljOzmkOmFslEb23P","2017-01-08","ar",NA,NA,NA,NA,NA
"149819",19,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",57839,"5knuzwU65gJK7IF5yJsuaW","2017-01-08","ar",NA,NA,NA,NA,NA
"149820",20,"Borro Cassette","Maluma",57654,"6DUdDIRgLqCGq1DwkNWQTN","2017-01-08","ar",NA,NA,NA,NA,NA
"149821",21,"Vacaciones","Wisin",56475,"3dQDid3IUNhZy1OehIfYfE","2017-01-08","ar",NA,NA,NA,NA,NA
"149822",22,"Desde Esa Noche","Thalía",55509,"1pWYnQIlqxTh5bxuPmTG4E","2017-01-08","ar",NA,NA,NA,NA,NA
"149823",23,"Carnavalintro","CHANO",55003,"0tGAPnTFwRJA6FZgYZ0BAe","2017-01-08","ar",NA,NA,NA,NA,NA
"149824",24,"Don't Wanna Know","Maroon 5",50276,"5MFzQMkrl1FOOng9tq6R9r","2017-01-08","ar",NA,NA,NA,NA,NA
"149825",25,"Manicomio","Cosculluela",50066,"3n58u3LOFw8mITLvfPvQBz","2017-01-08","ar",NA,NA,NA,NA,NA
"149826",26,"DUELE EL CORAZON","Enrique Iglesias",49142,"6YZdkObH88npeKrrkb8Ggf","2017-01-08","ar",NA,NA,NA,NA,NA
"149827",27,"Llamame Mas Temprano","Mano Arriba",49016,"5aHJug2wnupoGfgfxRudsk","2017-01-08","ar",NA,NA,NA,NA,NA
"149828",28,"Te Quiero Pa´Mi","Don Omar",47691,"3BY2mafsbsoKGqS380Xnuz","2017-01-08","ar",NA,NA,NA,NA,NA
"149829",29,"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",47381,"6DNtNfH8hXkqOX1sjqmI7p","2017-01-08","ar",NA,NA,NA,NA,NA
"149830",30,"Shape of You","Ed Sheeran",47299,"7qiZfU4dY1lWllzX7mPBI3","2017-01-08","ar",NA,NA,NA,NA,NA
"149831",31,"Closer","The Chainsmokers",45768,"7BKLCZ1jbUBVqRi2FVlTVw","2017-01-08","ar",NA,NA,NA,NA,NA
"149832",32,"In the Name of Love","Martin Garrix",45492,"04DwTuZ2VBdJCCC5TROn7L","2017-01-08","ar",NA,NA,NA,NA,NA
"149833",33,"Starboy","The Weeknd",45025,"5aAx2yezTd8zXrkmtKl66Z","2017-01-08","ar",NA,NA,NA,NA,NA
"149834",34,"Side To Side","Ariana Grande",44012,"4pLwZjInHj3SimIyN9SnOz","2017-01-08","ar",NA,NA,NA,NA,NA
"149835",35,"La Bicicleta - Remix","Carlos Vives",43659,"7IRuf7FrdQvOGs0g9mSNGr","2017-01-08","ar",NA,NA,NA,NA,NA
"149836",36,"Pasarla Bien","Marama",42578,"0ZzVPCGdkpKcxAzMNDD5UZ","2017-01-08","ar",NA,NA,NA,NA,NA
"149837",37,"Traicionera - Remix","Sebastian Yatra",42393,"2webQDZmtGioeu3zUUi9We","2017-01-08","ar",NA,NA,NA,NA,NA
"149838",38,"No Quiere Enamorarse (Remix) [feat. Daddy Yankee]","Ozuna",42175,"4vlbjBSMqycZk6t4HVRpnC","2017-01-08","ar",NA,NA,NA,NA,NA
"149839",39,"Tu Ritmo","Los Bonnitos",40722,"0BFgCEE7ozbyB1PpLpLyhM","2017-01-08","ar",NA,NA,NA,NA,NA
"149840",40,"My Way","Calvin Harris",40404,"1vvNmPOiUuyCbgWmtc6yfm","2017-01-08","ar",NA,NA,NA,NA,NA
"149841",41,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",38295,"17Fd6Yb7mSbinKG8LoWfFl","2017-01-08","ar",NA,NA,NA,NA,NA
"149842",42,"I Feel It Coming","The Weeknd",37967,"5GXAXm5YOmYT0kL5jHvYBt","2017-01-08","ar",NA,NA,NA,NA,NA
"149843",43,"La Gozadera","Gente De Zona",37882,"0OMRAvrtLWE2TvcXorRiB9","2017-01-08","ar",NA,NA,NA,NA,NA
"149844",44,"No Llores","LOAN",36789,"07GOnZWIiHWjLzUsaTv5yO","2017-01-08","ar",NA,NA,NA,NA,NA
"149845",45,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",34719,"6JV2JOEocMgcZxYSZelKcc","2017-01-08","ar",NA,NA,NA,NA,NA
"149846",46,"Fuego","Juanes",34217,"0mwPE0lPOgnWf2bo14xedJ","2017-01-08","ar",NA,NA,NA,NA,NA
"149847",47,"Ya Me Enteré (feat. Nicky Jam) - Urban Version","Reik",33749,"2SSYqDX8KTgy01NlqtUo0F","2017-01-08","ar",NA,NA,NA,NA,NA
"149848",48,"Bobo","J Balvin",33479,"7AtlMCIauSQZqiXSlbBPW6","2017-01-08","ar",NA,NA,NA,NA,NA
"149849",49,"Treat You Better","Shawn Mendes",33108,"4Hf7WnR761jpxPr5D46Bcd","2017-01-08","ar",NA,NA,NA,NA,NA
"149850",50,"One Dance","Drake",32843,"1xznGGDReH1oQq0xzbwXa3","2017-01-08","ar",NA,NA,NA,NA,NA
"149851",51,"Te Vas","Ozuna",32640,"2twUPIYOTqVivev47pf7bU","2017-01-08","ar",NA,NA,NA,NA,NA
"149852",52,"Chillax","Farruko",31235,"1lxswgIpzV6HhENRvkflES","2017-01-08","ar",NA,NA,NA,NA,NA
"149853",53,"Bailame Despacio","Xantos",29835,"4OaTpLJIa2harufGxfOPUu","2017-01-08","ar",NA,NA,NA,NA,NA
"149854",54,"Me Ama Me Odia","Ozuna",29133,"6041gM9Th1ViQcnzkIxnuv","2017-01-08","ar",NA,NA,NA,NA,NA
"149855",55,"Noche Loca","Marama",28749,"0gzcET27nREY6aD8LJU9wD","2017-01-08","ar",NA,NA,NA,NA,NA
"149856",56,"Sin Contrato","Maluma",28292,"09S64DUkxIX9EwIaULu6yN","2017-01-08","ar",NA,NA,NA,NA,NA
"149857",57,"Si Me Dices Que Si (feat. Nicky Jam)","Cosculluela",28256,"3noN1TxpjbjjmKqssghvg8","2017-01-08","ar",NA,NA,NA,NA,NA
"149858",58,"Locuras contigo","Rombai",28010,"5jMvnSyOgGY8JpvHqeyVOg","2017-01-08","ar",NA,NA,NA,NA,NA
"149859",59,"Baila","Agapornis",27784,"3iS4VBJ3Bg1HyL3e6WNpgi","2017-01-08","ar",NA,NA,NA,NA,NA
"149860",60,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)","Farruko",27740,"2FrnTVSHjgnEylKGdHRUK1","2017-01-08","ar",NA,NA,NA,NA,NA
"149861",61,"Comerte a Besos (feat. Cande Buasso)","Pijama Party",27589,"4UHZMWgKDjJ1zS0t6f6qPv","2017-01-08","ar",NA,NA,NA,NA,NA
"149862",62,"Hasta el Amanecer","Nicky Jam",26986,"5Fim1gaXBgsiFfsQAfQSDS","2017-01-08","ar",NA,NA,NA,NA,NA
"149863",63,"Te Vas - Version Cumbia","aLee DJ",26861,"0j8zA8KrITjLVoAm3H3X6u","2017-01-08","ar",NA,NA,NA,NA,NA
"149864",64,"El Perdedor - The Remix","Maluma",26757,"4QsPTKvdpgkA7mBAvclZTa","2017-01-08","ar",NA,NA,NA,NA,NA
"149865",65,"Just Hold On","Steve Aoki",26660,"3EmmCZoqpWOTY1g2GBwJoR","2017-01-08","ar",NA,NA,NA,NA,NA
"149866",66,"Work","Rihanna",26468,"14WWzenpaEgQZlqPq2nk4v","2017-01-08","ar",NA,NA,NA,NA,NA
"149867",67,"Deja De Llorar","El Polaco",26406,"3tddzXTgneWrkV2cYNUBZe","2017-01-08","ar",NA,NA,NA,NA,NA
"149868",68,"Castle on the Hill","Ed Sheeran",26129,"6PCUP3dWmTjcTtXY02oFdT","2017-01-08","ar",NA,NA,NA,NA,NA
"149869",69,"Sin Contrato - Remix","Maluma",25760,"2xNZeeqmwMPVKnD7FSQfgt","2017-01-08","ar",NA,NA,NA,NA,NA
"149870",70,"Se Pone Loca","CantoParaBailar",25453,"0FVuUna31PTRmWGLs8W1o4","2017-01-08","ar",NA,NA,NA,NA,NA
"149871",71,"Picky","Joey Montana",25020,"4tPL9PeVZY4c0jUPtSD5nx","2017-01-08","ar",NA,NA,NA,NA,NA
"149872",72,"Lo Intentamos","Marama",24552,"4Kzk0koKwzCMiIx4rAqCZp","2017-01-08","ar",NA,NA,NA,NA,NA
"149873",73,"Sin Contrato","Maluma",23832,"3yHJs5NmQk2ROAWCfjniXV","2017-01-08","ar",NA,NA,NA,NA,NA
"149874",74,"Hasta la luna","#TocoParaVos",23603,"1A3yLIqelu1D7MCtw06Cu7","2017-01-08","ar",NA,NA,NA,NA,NA
"149875",75,"The Greatest","Sia",23591,"7xHWNBFm6ObGEQPaUxHuKO","2017-01-08","ar",NA,NA,NA,NA,NA
"149876",76,"Ruleta Rusa","Kevin Roldan",23489,"77KHmKnBmVGTjRCeMVXpWH","2017-01-08","ar",NA,NA,NA,NA,NA
"149877",77,"Shed a Light","Robin Schulz",23117,"1cG0umU5TKStygKsPFZ9pY","2017-01-08","ar",NA,NA,NA,NA,NA
"149878",78,"Era Tranquila","Marama",22548,"5OqaLWo9WbNPWDilrwNwzt","2017-01-08","ar",NA,NA,NA,NA,NA
"149879",79,"Cheap Thrills","Sia",22410,"27SdWb2rFzO6GWiYDBTD9j","2017-01-08","ar",NA,NA,NA,NA,NA
"149880",80,"Don't Let Me Down","The Chainsmokers",22319,"0QsvXIfqM0zZoerQfsI9lm","2017-01-08","ar",NA,NA,NA,NA,NA
"149881",81,"Papi Shampu","De La Calle",22182,"0o221VNm4azkzYYLtxDGgV","2017-01-08","ar",NA,NA,NA,NA,NA
"149882",82,"Hymn For The Weekend - Seeb Remix","Coldplay",22097,"1OAiWI2oPmglaOiv9fdioU","2017-01-08","ar",NA,NA,NA,NA,NA
"149883",83,"This Is What You Came For","Calvin Harris",22092,"0azC730Exh71aQlOt9Zj3y","2017-01-08","ar",NA,NA,NA,NA,NA
"149884",84,"El Perdedor","Maluma",21641,"1iEwyiSLAunPR6uouANE0O","2017-01-08","ar",NA,NA,NA,NA,NA
"149885",85,"Amor y dolor","Carlos Baute",21530,"4efQTJSX6Jca1hHZNi74Zd","2017-01-08","ar",NA,NA,NA,NA,NA
"149886",86,"Mi Tesoro (feat. Nicky Jam)","Zion & Lennox",21525,"5HABnFSYvl6mTmg8nSdzHa","2017-01-08","ar",NA,NA,NA,NA,NA
"149887",87,"Pull-Up","Jason Derulo",21204,"1SYqEFrLotYNBTJbNXKEa5","2017-01-08","ar",NA,NA,NA,NA,NA
"149888",88,"Llegaste tú (feat. Reykon)","Sofia Reyes",21080,"79Bm3DTEYuQsDpUVHbSRsL","2017-01-08","ar",NA,NA,NA,NA,NA
"149889",89,"Heathens","Twenty One Pilots",20900,"6i0V12jOa3mr6uu4WYhUBr","2017-01-08","ar",NA,NA,NA,NA,NA
"149890",90,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",20805,"5q2JbCNi4FcnglgPfxcV65","2017-01-08","ar",NA,NA,NA,NA,NA
"149891",91,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",20786,"68EMU2RD1ECNeOeJ5qAXCV","2017-01-08","ar",NA,NA,NA,NA,NA
"149892",92,"Ginza","J Balvin",20753,"5N8nNuTmIzkZOfcxXlygUw","2017-01-08","ar",NA,NA,NA,NA,NA
"149893",93,"El Chisme","Reykon",20546,"4VXejnj5WgM6H72ct2fSgQ","2017-01-08","ar",NA,NA,NA,NA,NA
"149894",94,"Me Reclama","Mambo Kingz",20458,"4ojwGTehgBRAg52jbFgzJg","2017-01-08","ar",NA,NA,NA,NA,NA
"149895",95,"Call On Me - Ryan Riback Extended Remix","Starley",20298,"78rIJddV4X0HkNAInEcYde","2017-01-08","ar",NA,NA,NA,NA,NA
"149896",96,"Pájaro Cantor","Abel Pintos",20275,"16rQTTMtbn0ODLyflr0O6Q","2017-01-08","ar",NA,NA,NA,NA,NA
"149897",97,"Cake By The Ocean","DNCE",19896,"2aFiaMXmWsM3Vj72F9ksBl","2017-01-08","ar",NA,NA,NA,NA,NA
"149898",98,"Nena","Marama",19749,"347TStOSY6IOqMB84Rpxwk","2017-01-08","ar",NA,NA,NA,NA,NA
"149899",99,"Encantadora - Remix","Yandel",19745,"0EpFfFZpCuqYFzHvxOtrZS","2017-01-08","ar",NA,NA,NA,NA,NA
"149900",100,"Would I Lie To You - Radio Edit","David Guetta",19556,"4PdJSsESm34djLfBde9Pr2","2017-01-08","ar",NA,NA,NA,NA,NA
"149901",101,"Si Ella Quisiera - Remix","Justin Quiles",19462,"0A2h9QjoPdbVwa9LFiijqM","2017-01-08","ar",NA,NA,NA,NA,NA
"149902",102,"Yo te propongo","Rombai",19026,"0YFoSD5VhoVrRbrnFERpVM","2017-01-08","ar",NA,NA,NA,NA,NA
"149903",103,"Si Te Dejas Llevar (feat. Juanka)","Ozuna",18913,"7rDi4fIeHSM3KAUYAKYMMN","2017-01-08","ar",NA,NA,NA,NA,NA
"149904",104,"El Perdón","Nicky Jam",18906,"7qCAVkHWZkF44OzOUKf8Cr","2017-01-08","ar",NA,NA,NA,NA,NA
"149905",105,"Si Ella Quisiera","Justin Quiles",18709,"7cIkMEpDhT7Vpw1FHOQqKC","2017-01-08","ar",NA,NA,NA,NA,NA
"149906",106,"Ando buscando","Carlos Baute",18504,"7BwJtE8KSbCQKOCTIAY3jX","2017-01-08","ar",NA,NA,NA,NA,NA
"149907",107,"Que Raro","Feid",18472,"3kg9JvQe6QJFKUQCN1oIQz","2017-01-08","ar",NA,NA,NA,NA,NA
"149908",108,"Loquita","Marama",18431,"2xjcDF21U2ccgE2LEeiMbf","2017-01-08","ar",NA,NA,NA,NA,NA
"149909",109,"Ride","Twenty One Pilots",18116,"2Z8WuEywRWYTKe1NybPQEW","2017-01-08","ar",NA,NA,NA,NA,NA
"149910",110,"Photograph","Ed Sheeran",18046,"6fxVffaTuwjgEk5h9QyRjy","2017-01-08","ar",NA,NA,NA,NA,NA
"149911",111,"Hasta Que Se Seque el Malecón - Remix","Jacob Forever",17158,"6sMPwcpYtxm1mlgYbp1B0t","2017-01-08","ar",NA,NA,NA,NA,NA
"149912",112,"Baila Conmigo","Juan Magán",17087,"772io14jrMTxGJbijtDccQ","2017-01-08","ar",NA,NA,NA,NA,NA
"149913",113,"By Your Side","Jonas Blue",17032,"1D3ODoXHBLpdxolZRHWV1j","2017-01-08","ar",NA,NA,NA,NA,NA
"149914",114,"Acércate (feat. Nicky Jam) - Remix","De La Ghetto",16691,"35OC6rMxa8lJi8eDiUVShS","2017-01-08","ar",NA,NA,NA,NA,NA
"149915",115,"Mata","Marka Akme",16645,"6h8rrNrOCdBbz37IhcvApT","2017-01-08","ar",NA,NA,NA,NA,NA
"149916",116,"No Me Olvides","La Beriso",16614,"7LDUiraavMZ6mb8hK3mXkj","2017-01-08","ar",NA,NA,NA,NA,NA
"149917",117,"Hello","Karol G",16491,"1PGENMzwUy16wlpZiuLS65","2017-01-08","ar",NA,NA,NA,NA,NA
"149918",118,"Le Hace Falta un Beso","Agapornis",16459,"300xUYXWhFA6Q1sbNvVItP","2017-01-08","ar",NA,NA,NA,NA,NA
"149919",119,"Love Yourself","Justin Bieber",16454,"3hB5DgAiMAQ4DzYbsMq1IT","2017-01-08","ar",NA,NA,NA,NA,NA
"149920",120,"Dame la Mano","Los Bonnitos",16443,"2zrcunkMh2pG74NKLQagf7","2017-01-08","ar",NA,NA,NA,NA,NA
"149921",121,"Sorry","Justin Bieber",16432,"69bp2EbF7Q2rqc5N3ylezZ","2017-01-08","ar",NA,NA,NA,NA,NA
"149922",122,"Stressed Out","Twenty One Pilots",16326,"3CRDbSIZ4r5MsZ0YwxuEkn","2017-01-08","ar",NA,NA,NA,NA,NA
"149923",123,"De Pies a Cabeza","Maná",16161,"2CkHE54EH44Qj945ynQRw7","2017-01-08","ar",NA,NA,NA,NA,NA
"149924",124,"Thinking Out Loud","Ed Sheeran",15998,"1Slwb6dOYkBlWal1PGtnNg","2017-01-08","ar",NA,NA,NA,NA,NA
"149925",125,"Otra Copa (feat. Farruko)","Justin Quiles",15997,"5KX51uLJYo1S1MmITG7lHD","2017-01-08","ar",NA,NA,NA,NA,NA
"149926",126,"Una Cerveza","Rafaga",15969,"3LNZSTiwQYL7BnTfHvIOII","2017-01-08","ar",NA,NA,NA,NA,NA
"149927",127,"Pierde Los Modales","J Balvin",15956,"4r3itKA9HEJo48RG65OEnt","2017-01-08","ar",NA,NA,NA,NA,NA
"149928",128,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN",15941,"3NdDpSvN911VPGivFlV5d0","2017-01-08","ar",NA,NA,NA,NA,NA
"149929",129,"Corazon De Seda (feat. Ozuna)","Klasico",15553,"0uRHot8ml8U8cYVwwzMwNT","2017-01-08","ar",NA,NA,NA,NA,NA
"149930",130,"Su Novio Anterior","El Villano",15510,"64CvAy6EPQpxCNbW2LNze9","2017-01-08","ar",NA,NA,NA,NA,NA
"149931",131,"Hear Me Now","Alok",15435,"1a5Yu5L18qNxVhXx38njON","2017-01-08","ar",NA,NA,NA,NA,NA
"149932",132,"Work from Home","Fifth Harmony",15380,"4tCtwWceOPWzenK2HAIJSb","2017-01-08","ar",NA,NA,NA,NA,NA
"149933",133,"Trumpets","Sak Noel & Salvi",15332,"5dH7o4TP3HYLvCjo4QAhhv","2017-01-08","ar",NA,NA,NA,NA,NA
"149934",134,"Dueles","Jesse & Joy",15208,"1iRvhKiXRElIH2Uf4gd95P","2017-01-08","ar",NA,NA,NA,NA,NA
"149935",135,"Andas En Mi Cabeza - Remix","Chino & Nacho",15200,"733ybNEEEXHYxfk8sK6MRO","2017-01-08","ar",NA,NA,NA,NA,NA
"149936",136,"Too Good","Drake",15166,"11KJSRSgaDxqydKYiD2Jew","2017-01-08","ar",NA,NA,NA,NA,NA
"149937",137,"En La Intimidad","Ozuna",14787,"0QetVR4wwvyiTezQeFNdeZ","2017-01-08","ar",NA,NA,NA,NA,NA
"149938",138,"This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners","Kungs",14772,"0tICYNayWWhH9GPeFrfjfD","2017-01-08","ar",NA,NA,NA,NA,NA
"149939",139,"Por Fin Te Encontré","Cali Y El Dandee",14323,"3GpvoKKWZyTwgbLEM9RmWM","2017-01-08","ar",NA,NA,NA,NA,NA
"149940",140,"Hola","Joey Montana",14289,"03h8eaVgdJJ14cCKiO4ONX","2017-01-08","ar",NA,NA,NA,NA,NA
"149941",141,"Ya No Hay Nadie Que Nos Pare","TINI",14288,"6c9eHvNPci0RsK8Er0QI6v","2017-01-08","ar",NA,NA,NA,NA,NA
"149942",142,"Madrugada","La Beriso",14088,"4SGCn3ZVXa7bepHuAdQvC9","2017-01-08","ar",NA,NA,NA,NA,NA
"149943",143,"The Scientist","Coldplay",14070,"75JFxkI2RXiU7L9VXzMkle","2017-01-08","ar",NA,NA,NA,NA,NA
"149944",144,"Deja Que Te Bese","Alejandro Sanz",13983,"0s6yB0ZFl1LvYHAnGhXFga","2017-01-08","ar",NA,NA,NA,NA,NA
"149945",145,"Mercy","Shawn Mendes",13920,"4TZy1wLyHec06pwgFYDh1a","2017-01-08","ar",NA,NA,NA,NA,NA
"149946",146,"Un Polvo","Maluma",13786,"01vHGJRvJ6EZW9KO8NtZpi","2017-01-08","ar",NA,NA,NA,NA,NA
"149947",147,"La niñera","AX 13",13736,"7r8ku3BunFqO8MdxIMefaO","2017-01-08","ar",NA,NA,NA,NA,NA
"149948",148,"Abrazame","Rombai",13715,"1n9hIe71hmoQKQpA7ClT9O","2017-01-08","ar",NA,NA,NA,NA,NA
"149949",149,"La Mordidita","Ricky Martin",13614,"00i0O74dXdaKKdCrqHnfXm","2017-01-08","ar",NA,NA,NA,NA,NA
"149950",150,"Cheap Thrills Remix","Sia",13600,"59iNA6gwthoTJ6IgpBGGHW","2017-01-08","ar",NA,NA,NA,NA,NA
"149951",151,"Un Beso","Danny Paz",13596,"0mDYDLR1KToBR4plxAj4O4","2017-01-08","ar",NA,NA,NA,NA,NA
"149952",152,"Crimen","Gustavo Cerati",13552,"3oqWr0jDWNXxWufNogGREp","2017-01-08","ar",NA,NA,NA,NA,NA
"149953",153,"Ya Me Enteré","Reik",13329,"0lPXFrKyl8HkdQ2E6NmNja","2017-01-08","ar",NA,NA,NA,NA,NA
"149954",154,"Say You Won't Let Go","James Arthur",13233,"5uCax9HTNlzGybIStD3vDh","2017-01-08","ar",NA,NA,NA,NA,NA
